step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,x,y,theta,safety,action
1888,63.4,72.3,66.0,70.3,65.7,61.9,65.4,71.1,-0.031,-0.0,9.792,0.012,-88.576,-0.024,0.013,0.0502,98.816,105.121,carpet,0,0.2,63.4,65.4,1.3533,0.2322,2.171,ok,avanzando en carpet
1889,68.8,67.0,65.8,75.5,63.9,64.0,63.2,64.6,1.151,0.0,9.78,0.011,-4914.517,-0.008,1.183,0.1005,98.916,105.221,rough,0,6.7,64.6,63.2,1.3522,0.2339,2.171,ok,avanzando en rough
1890,70.6,70.4,70.8,67.2,67.4,67.2,67.6,65.3,-0.913,-0.0,9.793,-0.007,2461.776,0.024,2.064,0.0502,98.967,105.272,rough,0,5.3,65.3,67.6,1.3516,0.2347,2.171,ok,avanzando en rough
1891,69.5,67.3,61.6,68.5,69.3,61.9,69.7,65.2,-0.035,0.0,9.81,0.008,2540.229,-0.01,0.878,0.0502,99.017,105.322,rough,0.0,0.2,65.2,67.3,1.3511,0.2355,2.171,ok,avanzando en rough
1892,71.7,67.2,72.4,71.2,65.9,65.7,66.7,68.4,-0.032,-0.0,9.756,0.006,-89.236,-0.02,0.054,0.0502,99.067,105.372,carpet,0.0,0.2,68.4,66.7,1.3505,0.2364,2.171,ok,avanzando en carpet
1893,67.7,67.8,64.8,67.6,71.7,70.7,67.3,64.3,1.157,0.0,9.779,0.005,-4903.125,-0.005,1.189,0.1005,99.167,105.473,rough,0,6.7,64.3,67.3,1.3493,0.238,2.171,ok,avanzando en rough
1894,68.4,66.8,64.3,64.3,62.4,68.6,66.2,66.7,-0.907,-0.0,9.778,-0.009,2447.041,0.027,2.064,0.0502,99.218,105.523,rough,0,5.3,66.7,66.2,1.3488,0.2389,2.171,ok,avanzando en rough
1895,65.2,66.2,66.2,69.4,67.9,63.6,66.0,68.8,-0.036,0.0,9.776,0.005,2551.128,-0.007,0.872,0.0502,99.268,105.573,rough,0,0.2,65.2,66.0,1.3482,0.2397,2.171,ok,avanzando en rough
1896,64.5,66.2,67.9,68.6,61.9,61.9,66.4,68.9,-0.032,-0.0,9.775,0.004,-90.55,-0.017,0.004,0.0502,99.318,105.623,carpet,0,0.2,64.5,66.2,1.3476,0.2405,2.171,ok,avanzando en carpet
1897,65.9,64.4,67.0,68.1,65.3,67.1,69.1,70.8,1.151,0.0,9.8,0.003,-4904.655,-0.003,1.183,0.1005,99.419,105.724,rough,0.0,6.7,65.9,64.4,1.3465,0.2422,2.171,ok,avanzando en rough
1898,64.7,66.2,68.7,67.9,68.7,67.1,62.9,66.3,-0.91,-0.0,9.812,-0.009,2449.089,0.028,2.061,0.0502,99.469,105.774,rough,0,5.3,64.7,62.9,1.3459,0.243,2.171,ok,avanzando en rough
1899,63.3,64.5,66.3,72.7,67.7,69.6,67.9,64.1,-0.036,0.0,9.815,0.004,2550.692,-0.006,0.875,0.0502,99.519,105.824,rough,0,0.2,63.3,64.5,1.3454,0.2438,2.171,ok,avanzando en rough
1900,69.0,69.0,63.7,65.8,67.5,70.0,65.6,66.9,-0.032,-0.0,9.814,0.003,-90.753,-0.016,0.004,0.0502,99.569,105.875,carpet,0,0.2,66.9,65.6,1.3448,0.2447,2.171,ok,avanzando en carpet
1901,67.8,69.2,72.4,71.0,66.4,70.4,69.9,74.8,1.147,0.0,9.8,0.003,-4876.05,-0.002,1.179,0.1005,99.67,105.975,rough,0.0,6.7,67.8,69.2,1.3437,0.2463,2.171,ok,avanzando en rough
1902,75.1,68.6,69.8,64.1,72.5,61.4,65.8,63.1,-0.908,-0.0,9.819,-0.01,2449.114,0.029,2.055,0.0502,99.72,106.025,rough,0.0,5.3,63.1,65.8,1.3431,0.2471,2.171,ok,avanzando en rough
1903,68.1,74.5,68.8,67.6,68.9,67.7,60.8,64.3,-0.036,0.0,9.817,0.004,2555.998,-0.005,0.872,0.0502,99.77,106.075,rough,0,0.2,64.3,60.8,1.3425,0.248,2.171,ok,explorando (rough)
1904,64.4,60.6,63.3,67.6,69.4,66.7,68.1,66.3,0.006,-0.003,9.786,0.889,63.981,-84.535,0.052,0.0,99.105,106.741,sand,0.0,0.0,64.4,60.6,1.3425,0.248,2.618,ok,avanzando en sand
1905,66.0,65.6,68.2,70.4,68.5,65.4,66.3,67.9,1.665,0.0,9.759,10.981,-6679.699,-70.985,1.659,0.0691,99.174,106.81,rough,0.018,9.7,66.0,65.6,1.3414,0.2487,2.573,ok,avanzando en rough
1906,66.7,67.0,68.5,65.4,67.0,65.7,65.0,64.6,-0.246,-0.0,9.79,5.305,3310.999,-59.157,1.911,0.0502,99.224,106.86,rough,0,1.4,64.6,65.0,1.3406,0.2493,2.535,ok,avanzando en rough
1907,68.0,68.8,68.4,64.4,64.5,65.9,66.8,72.2,-0.004,0.0,9.806,6.558,3542.368,-47.222,0.242,0.0502,99.274,106.911,metal,0,0.0,68.0,66.8,1.3397,0.2499,2.505,ok,avanzando en metal
1908,61.8,67.9,69.1,68.0,71.4,68.6,69.4,68.5,1.499,0.001,9.769,8.931,-3150.977,-40.411,1.503,0.1225,99.4,107.03,rough,0,8.7,61.8,67.9,1.3378,0.2514,2.477,ok,avanzando en rough
1909,64.4,65.9,66.8,68.2,71.0,63.7,60.3,68.9,-1.407,0.001,9.791,-0.206,3814.57,-30.189,2.906,0.0502,99.45,107.08,rough,0,8.2,64.4,60.3,1.337,0.252,2.457,ok,avanzando en rough
1910,66.9,73.1,65.7,72.5,67.7,71.0,65.4,70.0,0.047,0.001,9.808,-2.266,-1878.863,-22.993,1.454,0.0502,99.5,107.131,rough,0,0.3,66.9,65.4,1.3363,0.2527,2.443,ok,avanzando en rough
1911,68.0,66.8,66.8,67.8,69.9,61.7,59.4,65.6,0.042,0.001,9.803,-3.589,161.249,-18.479,0.007,0.0502,99.551,107.181,carpet,0,0.2,65.6,59.4,1.3355,0.2533,2.431,ok,avanzando en carpet
1912,64.1,69.6,66.3,64.9,68.9,63.9,73.1,73.2,1.022,0.001,9.794,-1.661,121.176,-16.277,0.98,0.1005,99.651,107.281,rough,0.0,6.0,64.1,69.6,1.334,0.2547,2.42,ok,avanzando en rough
1913,64.8,70.4,69.6,68.5,66.6,65.4,59.2,73.4,-1.155,0.001,9.76,-2.452,4984.035,-12.008,2.177,0.0502,99.701,107.331,rough,0,6.7,64.8,59.2,1.3332,0.2553,2.413,ok,avanzando en rough
1914,67.4,71.7,63.0,67.0,67.0,71.2,70.4,69.8,-0.069,0.001,9.846,-2.053,-2460.075,-8.272,1.09,0.0502,99.752,107.382,rough,0,0.4,67.4,70.4,1.3325,0.256,2.407,ok,avanzando en rough
1915,67.6,68.3,66.1,66.7,67.9,58.9,72.5,73.1,0.038,0.001,9.836,-3.041,-2536.321,-6.622,0.107,0.0502,99.802,107.432,metal,0,0.2,67.6,68.3,1.3318,0.2567,2.403,ok,avanzando en metal
1916,69.6,63.2,65.6,69.5,69.7,65.1,69.3,73.0,1.406,0.001,9.812,-1.929,74.781,-7.245,1.369,0.1193,99.921,107.551,rough,0.01,8.2,69.6,63.2,1.33,0.2583,2.399,ok,explorando (rough)
1917,67.9,68.2,73.0,69.1,70.9,67.6,67.7,67.2,0.05,0.003,9.805,3.94,-1542.484,-35.596,1.356,0.0,99.62,107.853,rough,0.0,0.3,67.2,67.7,1.33,0.2583,2.603,ok,avanzando en rough
1918,72.2,70.7,71.6,72.7,70.5,61.4,68.1,68.1,1.036,0.001,9.828,8.476,141.445,-32.566,0.986,0.0502,99.67,107.903,rough,0.0,6.0,68.1,68.1,1.3292,0.2588,2.582,ok,avanzando en rough
1919,65.0,71.4,66.8,72.0,61.8,70.1,65.4,67.8,0.034,-0.001,9.813,6.982,210.072,-25.489,1.002,0.0502,99.72,107.953,rough,0.0,0.2,65.0,65.4,1.3283,0.2594,2.566,ok,avanzando en rough
1920,72.0,69.1,61.2,76.0,74.5,68.1,64.4,68.0,0.023,-0.0,9.841,4.698,273.788,-19.874,0.031,0.0502,99.77,108.003,carpet,0,0.1,68.0,64.4,1.3275,0.2599,2.553,ok,avanzando en carpet
1921,65.8,64.1,68.4,67.6,71.7,69.6,74.8,68.0,1.004,-0.0,9.856,4.469,32.964,-18.223,0.981,0.1005,99.871,108.104,rough,0,5.8,65.8,64.1,1.3258,0.2611,2.541,ok,avanzando en rough
1922,70.6,74.0,69.1,67.4,72.9,73.3,63.4,66.4,-1.166,-0.0,9.807,2.293,4875.556,-13.022,2.171,0.0502,99.921,108.154,rough,0,6.8,66.4,63.4,1.325,0.2616,2.533,ok,avanzando en rough
1923,65.6,71.4,64.2,66.7,64.8,68.1,61.7,72.2,-0.081,0.0,9.788,0.061,-2415.154,-9.836,1.085,0.0502,99.971,108.204,rough,0,0.5,65.6,61.7,1.3242,0.2622,2.527,ok,avanzando en rough
1924,68.3,67.2,61.4,64.3,62.9,65.8,68.8,72.0,0.024,0.0,9.864,-0.144,-2496.836,-7.89,0.13,0.0502,100.022,108.255,metal,0.0,0.1,68.3,67.2,1.3234,0.2628,2.522,ok,avanzando en metal
1925,64.4,67.1,68.8,65.2,64.2,68.7,64.1,74.6,1.394,0.0,9.797,0.689,13.937,-7.321,1.371,0.1193,100.141,108.374,rough,0.01,8.1,64.4,64.1,1.3214,0.2642,2.517,ok,avanzando en rough
1926,64.6,65.9,72.6,65.9,70.1,74.7,65.5,70.6,-1.637,0.0,9.803,-0.191,6732.503,-5.229,3.031,0.0502,100.191,108.424,rough,0,9.5,64.6,65.5,1.3206,0.2648,2.514,ok,avanzando en rough
1927,65.9,65.9,63.4,70.1,67.0,57.1,61.8,66.7,-0.119,0.0,9.785,-0.497,-3345.397,-3.064,1.518,0.0502,100.241,108.474,rough,0,0.7,65.9,61.8,1.3198,0.2654,2.512,ok,avanzando en rough
1928,68.3,64.2,67.0,70.1,69.2,61.8,66.8,63.6,0.028,0.0,9.802,-0.89,-3467.963,-2.703,0.148,0.0502,100.292,108.525,metal,0,0.2,63.6,64.2,1.319,0.266,2.51,ok,avanzando en metal
1929,65.9,68.6,62.5,62.8,66.0,64.2,68.5,69.4,1.332,0.0,9.803,-0.075,1702.602,-3.061,1.305,0.1225,100.411,108.65,rough,0,7.7,65.9,68.5,1.317,0.2674,2.511,ok,avanzando en rough
1930,71.4,63.9,70.1,70.4,69.6,66.1,68.8,62.6,-1.408,0.0,9.802,-0.854,-103.028,-1.665,2.74,0.0502,100.461,108.701,rough,0,8.2,62.6,63.9,1.3162,0.268,2.509,ok,avanzando en rough
1931,68.1,64.2,67.1,68.8,64.0,65.7,65.3,67.1,-0.033,0.0,9.771,-0.699,-147.321,-1.363,1.375,0.0502,100.511,108.751,rough,0.0,0.2,67.1,64.2,1.3154,0.2686,2.509,ok,avanzando en rough
1932,70.1,63.8,68.0,66.4,66.7,59.5,69.3,70.3,-0.025,0.0,9.79,-0.608,-185.078,-1.048,0.02,0.0502,100.562,108.801,carpet,0,0.1,70.1,63.8,1.3146,0.2692,2.508,ok,avanzando en carpet
1933,67.6,72.8,68.8,67.3,66.0,64.5,69.7,68.5,1.152,0.0,9.832,-0.475,-5003.861,-0.941,1.178,0.1005,100.662,108.901,rough,0,6.7,67.6,69.7,1.313,0.2704,2.507,ok,avanzando en rough
1934,62.6,71.6,72.1,67.2,62.2,67.7,68.0,71.2,-0.899,0.0,9.824,-0.262,2486.504,-0.829,2.051,0.0502,100.712,108.952,rough,0.0,5.2,62.6,68.0,1.3121,0.271,2.507,ok,avanzando en rough
1935,68.9,69.0,69.8,67.6,67.7,67.1,68.1,58.3,-0.03,0.0,9.832,-0.423,2608.461,-0.446,0.869,0.0502,100.763,109.002,rough,0,0.2,58.3,68.1,1.3113,0.2716,2.506,ok,avanzando en rough
1936,64.8,70.4,64.7,67.3,57.8,64.8,63.3,66.6,-0.027,0.0,9.827,-0.355,-65.265,-0.271,0.005,0.0502,100.813,109.052,carpet,0.0,0.2,64.8,63.3,1.3105,0.2722,2.506,ok,avanzando en carpet
1937,67.9,65.0,65.8,70.1,68.3,69.4,64.5,70.8,1.157,0.0,9.786,-0.289,-4882.748,-0.261,1.185,0.1005,100.913,109.153,rough,0,6.7,67.9,64.5,1.3089,0.2734,2.506,ok,avanzando en rough
1938,65.2,65.9,61.2,67.1,60.5,69.8,69.7,65.9,-0.905,0.0,9.843,-0.116,2422.165,-0.314,2.063,0.0502,100.964,109.203,rough,0,5.3,65.2,65.9,1.3081,0.274,2.506,ok,avanzando en rough
1939,68.3,66.5,66.9,74.1,63.0,68.7,68.6,63.0,-0.032,-0.0,9.763,-0.224,2528.642,-0.078,0.877,0.0502,101.014,109.253,rough,0.0,0.2,63.0,66.5,1.3073,0.2746,2.506,ok,avanzando en rough
1940,67.4,65.9,65.0,72.4,71.9,68.8,65.5,73.4,-0.029,0.0,9.807,-0.175,-72.671,0.006,0.044,0.0502,101.064,109.303,carpet,0,0.2,67.4,65.5,1.3065,0.2752,2.506,ok,avanzando en carpet
1941,69.6,65.8,66.8,65.7,63.4,68.9,62.9,63.1,1.153,0.0,9.789,-0.149,-4877.898,-0.049,1.182,0.1005,101.165,109.404,rough,0.0,6.7,63.1,62.9,1.3049,0.2764,2.506,ok,avanzando en rough
1942,64.3,65.2,72.0,69.2,70.7,65.1,66.6,65.3,-0.909,0.0,9.849,-0.032,2444.425,-0.129,2.063,0.0502,101.215,109.454,rough,0,5.3,64.3,65.2,1.3041,0.277,2.506,ok,avanzando en rough
1943,69.5,60.4,64.2,63.3,68.4,67.3,68.1,64.0,-0.033,0.0,9.797,-0.109,2531.946,0.012,0.878,0.0502,101.265,109.504,rough,0,0.2,64.0,60.4,1.3032,0.2776,2.506,ok,avanzando en rough
1944,68.0,69.2,70.1,67.9,69.1,59.8,68.9,65.6,-0.03,0.0,9.776,-0.083,-76.86,0.063,0.021,0.0502,101.315,109.555,carpet,0.0,0.2,65.6,68.9,1.3024,0.2782,2.506,ok,avanzando en carpet
1945,59.9,67.8,70.6,64.9,67.9,62.0,67.6,64.1,1.158,0.0,9.767,-0.072,-4890.905,0.005,1.188,0.1005,101.416,109.655,rough,0.0,6.8,59.9,67.6,1.3008,0.2793,2.506,ok,avanzando en rough
1946,66.2,67.9,66.9,66.9,67.6,71.3,67.5,65.5,-0.912,0.0,9.757,0.009,2439.28,-0.103,2.07,0.0471,101.466,109.699,rough,0.062,5.3,65.5,67.5,1.3001,0.2799,2.503,ok,avanzando en rough
1947,64.5,65.8,64.8,73.0,64.7,67.4,69.8,70.0,-0.034,-0.0,9.783,-0.053,2542.872,0.029,0.879,0.0502,101.516,109.749,rough,0,0.2,64.5,65.8,1.2993,0.2805,2.503,ok,avanzando en rough
1948,69.4,70.2,69.1,69.1,69.8,66.2,70.6,64.5,-0.03,0.0,9.791,-0.04,-80.753,0.071,0.009,0.0502,101.566,109.8,carpet,0,0.2,64.5,70.2,1.2985,0.2811,2.503,ok,avanzando en carpet
1949,64.8,61.6,69.0,66.0,64.6,76.4,71.0,68.8,1.153,-0.0,9.79,-0.035,-4887.791,0.015,1.184,0.1005,101.667,109.9,rough,0,6.7,64.8,61.6,1.2968,0.2823,2.503,ok,avanzando en rough
1950,66.5,69.0,68.2,69.7,64.8,64.0,63.4,68.5,-0.91,0.0,9.899,0.026,2437.117,-0.103,2.066,0.0502,101.717,109.95,rough,0.0,5.3,66.5,63.4,1.296,0.2829,2.503,ok,avanzando en rough
1951,68.3,66.4,66.6,67.3,70.0,65.3,66.7,64.0,-0.034,-0.0,9.831,-0.029,2557.187,0.028,0.879,0.0502,101.767,110.0,rough,0.0,0.2,64.0,66.4,1.2952,0.2835,2.503,ok,avanzando en rough
1952,62.4,64.8,65.5,71.6,73.3,69.0,72.8,68.8,-0.031,0.0,9.87,-0.022,-84.0,0.068,0.04,0.0502,101.818,110.051,carpet,0,0.2,62.4,64.8,1.2944,0.2841,2.503,ok,avanzando en carpet
1953,65.3,69.4,66.4,64.2,66.8,67.0,63.8,63.0,1.151,-0.0,9.853,-0.019,-4915.494,0.013,1.181,0.1005,101.918,110.151,rough,0,6.7,63.0,63.8,1.2928,0.2853,2.503,ok,avanzando en rough
1954,68.6,70.6,67.4,67.1,68.2,70.8,70.2,68.6,-0.907,0.0,9.807,0.033,2441.432,-0.106,2.058,0.0502,101.968,110.201,rough,0,5.3,68.6,70.2,1.292,0.2859,2.503,ok,avanzando en rough
1955,64.4,71.0,65.7,64.7,67.7,65.1,61.7,64.6,-0.035,-0.0,9.822,-0.02,2530.332,0.025,0.872,0.0502,102.019,110.252,rough,0.0,0.2,64.4,61.7,1.2912,0.2865,2.503,ok,avanzando en rough
1956,67.1,67.4,69.5,65.4,66.5,64.6,69.2,72.6,-0.031,0.0,9.805,-0.016,-85.971,0.065,0.017,0.0502,102.069,110.302,carpet,0.0,0.2,67.1,67.4,1.2904,0.2871,2.503,ok,avanzando en carpet
1957,66.0,65.6,69.8,65.3,67.1,64.8,66.9,60.6,1.153,-0.0,9.806,-0.013,-4869.6,0.01,1.184,0.1005,102.169,110.402,rough,0,6.7,60.6,65.6,1.2888,0.2883,2.503,ok,explorando (rough)
1958,69.6,65.6,67.5,66.3,72.9,69.4,66.5,64.0,0.013,0.003,9.806,5.954,447.995,39.155,1.139,0.0,102.471,110.101,rough,0.0,0.1,64.0,65.6,1.2888,0.2883,2.301,ok,avanzando en rough
1959,62.6,69.9,64.4,66.9,68.1,62.5,70.1,65.7,1.177,0.0,9.856,1.535,-4345.525,30.439,1.164,0.0502,102.521,110.151,rough,0,6.8,62.6,69.9,1.2881,0.289,2.321,ok,avanzando en rough
1960,66.4,68.3,65.8,68.6,65.7,69.0,67.7,69.1,0.102,-0.001,9.803,0.003,2142.488,23.265,1.076,0.0502,102.571,110.201,rough,0,0.6,66.4,67.7,1.2874,0.2897,2.336,ok,avanzando en rough
1961,64.5,65.5,67.3,60.3,66.0,61.8,69.5,65.5,0.003,-0.001,9.805,0.802,2292.105,19.167,0.098,0.0502,102.621,110.252,carpet,0.0,0.0,64.5,65.5,1.2867,0.2905,2.348,ok,avanzando en carpet
1962,68.5,71.5,64.8,66.2,69.6,68.8,72.1,63.5,1.086,-0.001,9.807,-0.301,-2454.732,15.023,1.082,0.1005,102.722,110.352,rough,0.0,6.3,63.5,71.5,1.2853,0.2919,2.358,ok,avanzando en rough
1963,65.9,67.4,70.7,65.4,67.0,62.5,69.8,71.0,-0.98,-0.001,9.78,2.236,2530.789,12.352,2.066,0.0502,102.772,110.402,rough,0,5.7,65.9,67.4,1.2845,0.2926,2.365,ok,avanzando en rough
1964,64.5,72.7,61.8,69.4,68.2,67.6,71.8,61.6,-0.106,-0.001,9.79,2.23,2549.187,9.755,0.874,0.0502,102.822,110.453,rough,0,0.6,61.6,71.8,1.2838,0.2933,2.372,ok,avanzando en rough
1965,65.8,65.2,70.1,68.5,70.7,66.5,65.9,62.9,-0.088,-0.001,9.876,2.775,-428.894,7.657,0.088,0.0502,102.873,110.503,carpet,0,0.5,62.9,65.2,1.2831,0.294,2.377,ok,avanzando en carpet
1966,63.7,68.2,67.8,64.5,66.8,73.5,70.4,64.8,1.115,-0.001,9.796,1.65,-5292.097,6.371,1.206,0.1005,102.973,110.603,rough,0.0,6.5,63.7,68.2,1.2816,0.2954,2.381,ok,avanzando en rough
1967,68.7,72.6,64.2,74.3,65.6,65.7,68.1,68.4,-0.954,-0.0,9.795,1.446,2653.033,4.746,2.069,0.0502,103.023,110.654,rough,0,5.6,68.4,68.1,1.2809,0.2961,2.384,ok,avanzando en rough
1968,68.7,68.4,64.9,65.1,66.8,72.3,69.7,72.5,-0.089,-0.0,9.84,1.963,2709.411,3.844,0.866,0.0502,103.074,110.704,rough,0,0.5,68.7,68.4,1.2802,0.2967,2.386,ok,avanzando en rough
1969,64.8,58.8,70.2,69.5,70.6,69.8,65.7,68.1,-0.075,-0.0,9.754,1.909,-349.962,2.976,0.087,0.0502,103.124,110.754,carpet,0,0.4,64.8,58.8,1.2794,0.2974,2.388,ok,avanzando en carpet
1970,61.5,66.1,65.0,67.5,76.0,64.0,70.7,68.9,1.121,-0.0,9.772,1.347,-5219.118,2.456,1.197,0.1005,103.224,110.855,rough,0,6.5,61.5,66.1,1.278,0.2988,2.39,ok,avanzando en rough
1971,68.8,59.3,69.1,61.7,68.0,65.2,68.8,71.2,-0.949,-0.0,9.781,0.914,2616.293,1.651,2.07,0.0502,103.275,110.905,rough,0.0,5.5,68.8,59.3,1.2772,0.2995,2.391,ok,avanzando en rough
1972,66.8,69.8,65.4,65.2,67.9,75.4,64.3,66.1,-0.076,-0.0,9.802,1.22,2658.416,1.362,0.872,0.0502,103.325,110.955,rough,0.0,0.4,66.1,64.3,1.2765,0.3002,2.392,ok,explorando (rough)
1973,64.4,67.7,60.8,69.7,62.6,67.2,68.9,66.1,-0.005,-0.001,9.838,0.434,154.75,-86.659,0.08,0.0,102.659,111.621,sand,0.0,0.0,64.4,67.7,1.2765,0.3002,2.838,ok,avanzando en sand
1974,67.0,67.0,68.0,71.6,63.0,73.3,66.2,71.2,1.641,-0.001,9.767,10.639,-6607.394,-73.489,1.648,0.0722,102.735,111.69,rough,0,9.5,67.0,66.2,1.2752,0.3007,2.789,ok,avanzando en rough
1975,60.9,66.4,66.8,73.6,63.6,64.5,66.4,65.9,-0.258,0.0,9.772,4.894,3258.277,-59.522,1.899,0.0502,102.785,111.74,rough,0.0,1.5,60.9,66.4,1.2742,0.3011,2.75,ok,avanzando en rough
1976,64.7,67.4,67.7,66.2,65.0,67.0,63.9,70.9,-0.012,0.001,9.793,6.232,3472.807,-44.901,0.247,0.0502,102.835,111.79,metal,0.0,0.1,64.7,63.9,1.2733,0.3015,2.722,ok,avanzando en metal
1977,70.6,65.4,68.5,65.7,66.1,65.6,67.6,67.9,1.495,0.001,9.792,8.71,-3209.004,-40.044,1.508,0.1193,102.954,111.91,rough,0.01,8.7,67.9,65.4,1.2712,0.3025,2.696,ok,avanzando en rough
1978,62.5,65.5,65.8,68.5,70.3,63.3,62.0,66.8,-1.416,0.001,9.779,-0.481,3723.535,-30.166,2.912,0.0502,103.005,111.96,rough,0,8.2,62.5,62.0,1.2703,0.303,2.677,ok,avanzando en rough
1979,63.8,67.4,66.9,62.4,67.8,66.3,68.0,66.3,0.043,0.001,9.82,-2.326,-1835.236,-24.045,1.46,0.0502,103.055,112.01,rough,0,0.2,63.8,67.4,1.2694,0.3034,2.661,ok,explorando (rough)
1980,68.2,67.4,67.4,67.4,70.8,69.4,68.4,69.5,0.031,-0.004,9.853,-3.13,213.124,-51.214,0.035,0.0,102.753,112.312,sand,0.0,0.2,68.2,67.4,1.2694,0.3034,2.856,ok,avanzando en sand
1981,67.1,68.9,70.0,65.4,71.8,68.3,65.5,70.5,1.4,-0.0,9.832,5.227,2.475,-38.302,1.369,0.0722,102.822,112.387,rough,0,8.1,67.1,65.5,1.268,0.3039,2.834,ok,avanzando en rough
1982,73.0,67.7,64.0,67.6,62.3,69.7,72.4,67.6,-0.456,0.001,9.82,3.086,1967.791,-32.84,1.855,0.0502,102.873,112.437,rough,0.0,2.7,67.6,67.7,1.267,0.3042,2.813,ok,avanzando en rough
1983,66.8,69.2,68.5,67.3,63.4,65.7,64.1,70.3,-0.055,0.0,9.743,-0.602,-222.939,-26.703,0.408,0.0502,102.923,112.487,metal,0,0.3,66.8,64.1,1.2661,0.3045,2.796,ok,avanzando en metal
1984,62.9,69.1,60.9,63.3,71.8,72.8,66.0,67.2,1.614,0.001,9.765,2.52,-6953.217,-21.474,1.669,0.1193,103.042,112.607,rough,0.01,9.4,62.9,66.0,1.2639,0.3054,2.782,ok,avanzando en rough
1985,68.1,67.9,64.2,70.0,59.1,69.4,64.3,66.2,-1.28,0.001,9.794,-1.642,3468.383,-16.969,2.895,0.0502,103.092,112.657,rough,0.0,7.4,66.2,64.3,1.2629,0.3057,2.771,ok,avanzando en rough
1986,66.2,71.8,68.0,66.6,71.1,63.3,68.0,61.1,-0.061,0.001,9.824,-1.697,3689.502,-13.644,1.22,0.0502,103.143,112.707,rough,0,0.4,61.1,68.0,1.262,0.3061,2.762,ok,avanzando en rough
1987,66.9,67.1,65.7,68.4,67.5,66.5,68.1,70.8,0.015,0.001,9.848,-1.765,-1806.379,-10.779,0.079,0.0502,103.193,112.757,carpet,0,0.1,66.9,67.1,1.2611,0.3065,2.755,ok,avanzando en carpet
1988,70.4,63.9,65.4,68.3,71.6,60.6,72.1,69.5,1.003,0.001,9.819,-1.752,-15.881,-9.199,0.989,0.1005,103.293,112.858,rough,0.0,5.8,69.5,63.9,1.2592,0.3072,2.749,ok,avanzando en rough
1989,61.2,60.1,64.2,68.1,67.3,66.1,70.2,69.7,-1.17,0.001,9.792,-2.065,4804.841,-6.867,2.174,0.0502,103.344,112.908,rough,0,6.8,61.2,60.1,1.2583,0.3076,2.745,ok,avanzando en rough
1990,72.0,65.5,76.0,64.1,76.0,64.8,63.9,67.8,-0.086,0.0,9.792,-1.511,-2386.627,-5.149,1.084,0.0502,103.394,112.958,rough,0.0,0.5,67.8,63.9,1.2573,0.308,2.742,ok,avanzando en rough
1991,63.6,68.4,66.8,62.7,68.0,67.0,69.9,66.4,0.018,0.001,9.797,-2.131,-2470.411,-3.773,0.104,0.0502,103.444,113.009,metal,0,0.1,63.6,68.4,1.2564,0.3084,2.739,ok,avanzando en metal
1992,65.0,66.2,65.2,70.1,64.0,64.8,61.2,69.1,1.39,0.0,9.859,-1.465,-18.576,-3.47,1.374,0.1193,103.563,113.128,rough,0.01,8.0,65.0,61.2,1.2542,0.3094,2.737,ok,avanzando en rough
1993,65.5,66.1,63.5,61.2,64.8,64.5,71.5,64.1,-1.63,0.001,9.763,-1.487,6693.46,-2.162,3.022,0.0502,103.614,113.178,rough,0,9.5,64.1,66.1,1.2533,0.3097,2.736,ok,avanzando en rough
1994,67.5,66.8,59.2,61.5,70.8,67.5,69.1,71.7,-0.123,-0.0,9.777,-0.992,-3306.897,-1.332,1.508,0.0502,103.664,113.228,rough,0.0,0.7,67.5,66.8,1.2524,0.3101,2.735,ok,avanzando en rough
1995,63.8,69.6,66.1,66.7,63.9,66.3,66.4,70.3,0.023,0.001,9.837,-1.241,-3476.017,-0.855,0.158,0.0502,103.714,113.279,metal,0,0.1,63.8,66.4,1.2515,0.3105,2.734,ok,avanzando en metal
1996,63.1,72.1,70.2,68.0,69.7,74.5,71.2,68.3,1.323,-0.0,9.86,-0.557,1682.482,-0.931,1.3,0.1193,103.834,113.398,rough,0.01,7.6,63.1,71.2,1.2493,0.3115,2.734,ok,avanzando en rough
1997,64.3,66.8,68.7,64.8,69.7,67.8,71.1,69.3,-1.409,0.0,9.824,-0.947,-121.857,-0.415,2.732,0.0502,103.884,113.448,rough,0,8.2,64.3,66.8,1.2483,0.3119,2.733,ok,avanzando en rough
1998,67.5,67.8,72.5,65.7,68.4,72.2,66.9,67.9,-0.035,0.0,9.759,-0.767,-176.367,-0.28,1.375,0.0502,103.934,113.498,rough,0,0.2,67.5,66.9,1.2474,0.3123,2.733,ok,avanzando en rough
1999,65.7,66.0,72.5,66.5,63.4,68.1,70.8,66.1,-0.026,0.0,9.844,-0.624,-220.758,-0.199,0.086,0.0502,103.984,113.549,carpet,0,0.2,65.7,66.0,1.2465,0.3127,2.733,ok,avanzando en carpet
2000,68.3,69.2,68.0,66.3,66.9,65.9,70.1,66.9,1.166,0.0,9.82,-0.514,-5018.102,-0.207,1.192,0.1005,104.085,113.649,rough,0.0,6.8,66.9,69.2,1.2447,0.3135,2.733,ok,avanzando en rough
